sp_id,name,x_rd,y_rd,capacity
new_potential_sp_0362,Sparse Area Point 0362,119503.84210526316,36042.57894736842,100
new_potential_sp_0363,Sparse Area Point 0363,119503.84210526316,39907.52631578947,100
new_potential_sp_0364,Sparse Area Point 0364,119503.84210526316,43772.47368421053,100
new_potential_sp_0365,Sparse Area Point 0365,119503.84210526316,47637.42105263158,100
new_potential_sp_0366,Sparse Area Point 0366,119503.84210526316,51502.368421052626,100
new_potential_sp_0367,Sparse Area Point 0367,119503.84210526316,55367.31578947368,100
new_potential_sp_0368,Sparse Area Point 0368,119503.84210526316,59232.26315789473,100
new_potential_sp_0369,Sparse Area Point 0369,119503.84210526316,63097.21052631579,100
new_potential_sp_0370,Sparse Area Point 0370,119503.84210526316,66962.15789473684,100
new_potential_sp_0371,Sparse Area Point 0371,119503.84210526316,70827.1052631579,100
new_potential_sp_0372,Sparse Area Point 0372,119503.84210526316,74692.05263157895,100
new_potential_sp_0373,Sparse Area Point 0373,119503.84210526316,78557.0,100
new_potential_sp_0374,Sparse Area Point 0374,126003.42105263157,5123.0,100
new_potential_sp_0375,Sparse Area Point 0375,126003.42105263157,8987.947368421053,100
new_potential_sp_0376,Sparse Area Point 0376,126003.42105263157,12852.894736842105,100
new_potential_sp_0377,Sparse Area Point 0377,126003.42105263157,16717.842105263157,100
new_potential_sp_0378,Sparse Area Point 0378,126003.42105263157,20582.78947368421,100
new_potential_sp_0379,Sparse Area Point 0379,126003.42105263157,24447.736842105263,100
new_potential_sp_0380,Sparse Area Point 0380,126003.42105263157,28312.684210526313,100
new_potential_sp_0381,Sparse Area Point 0381,126003.42105263157,32177.631578947367,100
new_potential_sp_0382,Sparse Area Point 0382,126003.42105263157,36042.57894736842,100
new_potential_sp_0383,Sparse Area Point 0383,126003.42105263157,39907.52631578947,100
new_potential_sp_0384,Sparse Area Point 0384,126003.42105263157,43772.47368421053,100
new_potential_sp_0385,Sparse Area Point 0385,126003.42105263157,47637.42105263158,100
new_potential_sp_0386,Sparse Area Point 0386,126003.42105263157,51502.368421052626,100
new_potential_sp_0387,Sparse Area Point 0387,126003.42105263157,55367.31578947368,100
new_potential_sp_0388,Sparse Area Point 0388,126003.42105263157,59232.26315789473,100
new_potential_sp_0389,Sparse Area Point 0389,126003.42105263157,63097.21052631579,100
new_potential_sp_0390,Sparse Area Point 0390,126003.42105263157,66962.15789473684,100
new_potential_sp_0391,Sparse Area Point 0391,126003.42105263157,70827.1052631579,100
new_potential_sp_0392,Sparse Area Point 0392,126003.42105263157,74692.05263157895,100
new_potential_sp_0393,Sparse Area Point 0393,126003.42105263157,78557.0,100
new_potential_sp_0394,Sparse Area Point 0394,132503.0,5123.0,100
new_potential_sp_0395,Sparse Area Point 0395,132503.0,8987.947368421053,100
new_potential_sp_0396,Sparse Area Point 0396,132503.0,12852.894736842105,100
new_potential_sp_0397,Sparse Area Point 0397,132503.0,16717.842105263157,100
new_potential_sp_0398,Sparse Area Point 0398,132503.0,20582.78947368421,100
new_potential_sp_0399,Sparse Area Point 0399,132503.0,24447.736842105263,100
new_potential_sp_0400,Sparse Area Point 0400,132503.0,28312.684210526313,100
new_potential_sp_0401,Sparse Area Point 0401,132503.0,32177.631578947367,100
new_potential_sp_0402,Sparse Area Point 0402,132503.0,36042.57894736842,100
new_potential_sp_0403,Sparse Area Point 0403,132503.0,39907.52631578947,100
new_potential_sp_0404,Sparse Area Point 0404,132503.0,43772.47368421053,100
new_potential_sp_0405,Sparse Area Point 0405,132503.0,47637.42105263158,100
new_potential_sp_0406,Sparse Area Point 0406,132503.0,51502.368421052626,100
new_potential_sp_0407,Sparse Area Point 0407,132503.0,55367.31578947368,100
new_potential_sp_0408,Sparse Area Point 0408,132503.0,59232.26315789473,100
new_potential_sp_0409,Sparse Area Point 0409,132503.0,63097.21052631579,100
new_potential_sp_0410,Sparse Area Point 0410,132503.0,66962.15789473684,100
new_potential_sp_0411,Sparse Area Point 0411,132503.0,70827.1052631579,100
new_potential_sp_0412,Sparse Area Point 0412,132503.0,74692.05263157895,100
new_potential_sp_0413,Sparse Area Point 0413,132503.0,78557.0,100
