sp_id,name,x_rd,y_rd,capacity
6908,6908,15641.0,62479.0,78
new_potential_sp_0189,Sparse Area Point 0189,61007.63157894737,28312.684210526313,1000
new_potential_sp_0195,Sparse Area Point 0195,61007.63157894737,51502.368421052626,1000
5499,5499,51393.0,53765.0,162
new_potential_sp_0130,Sparse Area Point 0130,41508.89473684211,16717.842105263157,1000
