LocationID,day,pred_pickup,pred_home,distance
2075,56,74,49,718.3668562789857
2075,58,55,26,718.3668562789857
2075,59,70,38,718.3668562789857
2075,60,22,26,718.3668562789857
2075,61,24,13,718.3668562789857
2075,62,72,34,718.3668562789857
2075,63,40,25,718.3668562789857
2075,65,73,37,718.3668562789857
2075,66,22,23,718.3668562789857
2075,67,69,42,718.3668562789857
2075,68,46,29,718.3668562789857
2075,69,21,24,718.3668562789857
2075,70,40,21,718.3668562789857
2075,72,49,29,718.3668562789857
2075,73,30,32,718.3668562789857
2075,74,46,39,718.3668562789857
2075,75,49,32,718.3668562789857
2075,76,24,22,718.3668562789857
2075,77,12,14,718.3668562789857
2075,79,60,36,718.3668562789857
2075,80,28,31,718.3668562789857
2075,81,47,36,718.3668562789857
2075,82,15,18,718.3668562789857
2075,83,64,35,718.3668562789857
2075,84,15,8,718.3668562789857
2075,86,68,47,718.3668562789857
2075,87,55,35,718.3668562789857
2075,88,31,34,718.3668562789857
2075,89,31,30,718.3668562789857
2075,90,64,38,718.3668562789857
2075,91,24,26,718.3668562789857
2075,93,26,30,718.3668562789857
2075,94,49,35,718.3668562789857
2075,95,31,25,718.3668562789857
2075,96,52,27,718.3668562789857
2075,97,66,52,718.3668562789857
2075,98,71,49,718.3668562789857
2075,100,21,13,718.3668562789857
2075,101,58,38,718.3668562789857
2075,102,39,24,718.3668562789857
2075,103,53,35,718.3668562789857
2075,104,44,26,718.3668562789857
2075,105,30,29,718.3668562789857
2075,107,25,32,718.3668562789857
2075,108,12,7,718.3668562789857
2075,109,23,29,718.3668562789857
2075,110,56,27,718.3668562789857
2075,111,54,39,718.3668562789857
2075,112,43,22,718.3668562789857
2075,114,25,14,718.3668562789857
2075,115,21,12,718.3668562789857
2075,116,54,40,718.3668562789857
2075,117,76,52,718.3668562789857
2075,118,12,6,718.3668562789857
2075,119,23,24,718.3668562789857
2075,121,25,32,718.3668562789857
2075,122,20,17,718.3668562789857
2075,123,56,33,718.3668562789857
2075,124,43,33,718.3668562789857
2075,125,29,12,718.3668562789857
2075,126,65,30,718.3668562789857
2075,128,15,19,718.3668562789857
2075,129,53,21,718.3668562789857
2075,130,48,22,718.3668562789857
2075,131,33,22,718.3668562789857
2075,132,14,12,718.3668562789857
2075,133,23,27,718.3668562789857
2075,135,26,31,718.3668562789857
2075,136,58,31,718.3668562789857
2075,137,45,35,718.3668562789857
2075,138,29,10,718.3668562789857
2075,139,26,32,718.3668562789857
2075,140,47,34,718.3668562789857
2075,142,22,22,718.3668562789857
2075,143,55,25,718.3668562789857
2075,144,39,21,718.3668562789857
2075,145,70,38,718.3668562789857
2075,146,74,38,718.3668562789857
2075,147,65,42,718.3668562789857
2075,149,48,25,718.3668562789857
2075,150,50,32,718.3668562789857
2075,151,25,23,718.3668562789857
2075,152,55,24,718.3668562789857
2075,153,40,34,718.3668562789857
2075,154,45,32,718.3668562789857
2075,156,28,33,718.3668562789857
2075,157,66,36,718.3668562789857
2075,158,15,7,718.3668562789857
2075,159,60,39,718.3668562789857
2075,160,50,25,718.3668562789857
2075,161,24,26,718.3668562789857
2075,163,79,41,718.3668562789857
2075,164,51,36,718.3668562789857
2075,165,37,24,718.3668562789857
2075,166,27,31,718.3668562789857
2075,167,26,25,718.3668562789857
2075,168,26,31,718.3668562789857
2075,170,26,31,718.3668562789857
2075,171,72,52,718.3668562789857
2075,172,58,36,718.3668562789857
2075,173,40,18,718.3668562789857
2075,174,25,11,718.3668562789857
2075,175,68,38,718.3668562789857
2075,177,26,31,718.3668562789857
2075,178,46,37,718.3668562789857
2075,179,72,54,718.3668562789857
2075,180,49,24,718.3668562789857
2075,181,52,32,718.3668562789857
2075,182,65,51,718.3668562789857
2075,184,36,19,718.3668562789857
2075,185,71,40,718.3668562789857
2075,186,69,39,718.3668562789857
2075,187,17,12,718.3668562789857
2075,188,57,26,718.3668562789857
2075,189,24,25,718.3668562789857
2075,191,48,28,718.3668562789857
2075,192,37,14,718.3668562789857
2075,193,22,27,718.3668562789857
2075,194,1,0,718.3668562789857
2075,195,6,5,718.3668562789857
2075,196,21,17,718.3668562789857
2075,198,29,14,718.3668562789857
2075,199,12,5,718.3668562789857
2075,200,21,10,718.3668562789857
2075,201,58,25,718.3668562789857
2075,202,11,8,718.3668562789857
2075,203,28,11,718.3668562789857
2075,205,17,9,718.3668562789857
2075,206,27,31,718.3668562789857
2075,207,12,2,718.3668562789857
2075,208,26,21,718.3668562789857
2075,209,56,26,718.3668562789857
2075,210,26,13,718.3668562789857
2075,212,19,12,718.3668562789857
2075,213,73,35,718.3668562789857
2075,214,11,12,718.3668562789857
2075,215,19,10,718.3668562789857
2075,216,6,4,718.3668562789857
2075,217,34,23,718.3668562789857
2075,219,27,18,718.3668562789857
2075,220,7,5,718.3668562789857
2075,221,15,15,718.3668562789857
2075,222,20,4,718.3668562789857
2075,223,34,22,718.3668562789857
2075,224,32,12,718.3668562789857
2075,226,13,12,718.3668562789857
2075,227,47,30,718.3668562789857
2075,228,18,22,718.3668562789857
2075,229,21,12,718.3668562789857
2075,230,30,25,718.3668562789857
2075,231,21,29,718.3668562789857
2075,233,16,8,718.3668562789857
2075,234,25,29,718.3668562789857
2075,235,13,4,718.3668562789857
2075,236,48,22,718.3668562789857
2075,237,7,5,718.3668562789857
2075,238,18,12,718.3668562789857
2075,240,24,28,718.3668562789857
2075,241,55,31,718.3668562789857
2075,242,14,3,718.3668562789857
2075,243,53,26,718.3668562789857
2075,244,46,23,718.3668562789857
2075,245,45,26,718.3668562789857
2075,247,19,15,718.3668562789857
2075,248,45,35,718.3668562789857
2075,249,11,10,718.3668562789857
2075,250,46,31,718.3668562789857
2075,251,69,56,718.3668562789857
2075,252,64,36,718.3668562789857
2075,254,61,36,718.3668562789857
2075,255,42,25,718.3668562789857
2075,256,42,26,718.3668562789857
2075,257,26,22,718.3668562789857
2075,258,67,55,718.3668562789857
2075,259,42,21,718.3668562789857
2075,261,76,37,718.3668562789857
2075,262,68,59,718.3668562789857
2075,263,28,9,718.3668562789857
2075,264,48,22,718.3668562789857
2075,265,54,24,718.3668562789857
2075,266,66,32,718.3668562789857
2075,268,67,34,718.3668562789857
2075,269,49,31,718.3668562789857
2075,270,26,28,718.3668562789857
2075,271,53,25,718.3668562789857
2075,272,62,36,718.3668562789857
2075,273,24,27,718.3668562789857
2075,275,25,17,718.3668562789857
2075,276,82,59,718.3668562789857
2075,277,65,41,718.3668562789857
2075,278,68,46,718.3668562789857
2075,279,41,21,718.3668562789857
2075,280,72,35,718.3668562789857
2075,282,79,42,718.3668562789857
2075,283,42,25,718.3668562789857
2075,284,50,28,718.3668562789857
2075,285,58,27,718.3668562789857
2075,286,50,36,718.3668562789857
2075,287,60,51,718.3668562789857
2075,289,50,26,718.3668562789857
2075,290,54,27,718.3668562789857
2075,291,68,34,718.3668562789857
2075,292,23,30,718.3668562789857
2075,293,26,30,718.3668562789857
2075,294,23,22,718.3668562789857
2075,296,24,18,718.3668562789857
2075,297,93,63,718.3668562789857
2075,298,52,23,718.3668562789857
2075,299,59,36,718.3668562789857
2075,300,48,25,718.3668562789857
2075,301,53,24,718.3668562789857
2075,303,51,35,718.3668562789857
2075,304,61,52,718.3668562789857
2075,305,19,11,718.3668562789857
2075,306,36,15,718.3668562789857
2075,307,31,21,718.3668562789857
2075,308,27,9,718.3668562789857
2075,310,69,57,718.3668562789857
2075,311,72,36,718.3668562789857
2075,312,72,47,718.3668562789857
2075,313,19,18,718.3668562789857
2075,314,69,33,718.3668562789857
2075,315,48,21,718.3668562789857
2075,317,42,22,718.3668562789857
2075,318,70,59,718.3668562789857
2075,319,20,23,718.3668562789857
2075,320,28,27,718.3668562789857
2075,321,22,19,718.3668562789857
2075,322,69,57,718.3668562789857
2075,324,76,45,718.3668562789857
2075,325,43,19,718.3668562789857
2075,326,50,25,718.3668562789857
2075,327,43,32,718.3668562789857
2075,328,29,30,718.3668562789857
2075,329,49,36,718.3668562789857
2075,331,38,16,718.3668562789857
2075,332,74,55,718.3668562789857
2075,333,44,23,718.3668562789857
2075,334,68,56,718.3668562789857
2075,335,33,18,718.3668562789857
2075,336,67,50,718.3668562789857
2075,338,94,63,718.3668562789857
2075,339,80,59,718.3668562789857
2075,340,71,35,718.3668562789857
2075,341,28,34,718.3668562789857
2075,342,70,42,718.3668562789857
2075,343,63,37,718.3668562789857
2075,345,27,28,718.3668562789857
2075,346,74,61,718.3668562789857
2075,347,95,65,718.3668562789857
2075,348,60,39,718.3668562789857
2075,349,92,60,718.3668562789857
2075,350,65,50,718.3668562789857
2075,352,71,60,718.3668562789857
2075,353,78,61,718.3668562789857
2075,354,68,60,718.3668562789857
2075,355,76,59,718.3668562789857
2075,356,61,46,718.3668562789857
2075,357,104,69,718.3668562789857
2075,359,45,27,718.3668562789857
2075,360,65,43,718.3668562789857
2075,361,75,62,718.3668562789857
2075,362,65,44,718.3668562789857
2075,363,67,54,718.3668562789857
2075,364,83,62,718.3668562789857
2096,2,4,5,1248.2887642140947
2096,3,11,15,1248.2887642140947
2096,4,2,8,1248.2887642140947
2096,5,11,6,1248.2887642140947
2096,6,4,6,1248.2887642140947
2096,7,14,6,1248.2887642140947
2096,9,12,9,1248.2887642140947
2096,10,11,11,1248.2887642140947
2096,11,11,3,1248.2887642140947
2096,12,5,11,1248.2887642140947
2096,13,14,8,1248.2887642140947
2096,14,9,8,1248.2887642140947
2096,16,6,11,1248.2887642140947
2096,17,7,12,1248.2887642140947
2096,18,7,21,1248.2887642140947
2096,19,8,18,1248.2887642140947
2096,20,3,7,1248.2887642140947
2096,21,3,7,1248.2887642140947
2096,23,10,11,1248.2887642140947
2096,24,9,21,1248.2887642140947
2096,25,1,7,1248.2887642140947
2096,26,4,4,1248.2887642140947
2096,27,11,4,1248.2887642140947
2096,28,9,10,1248.2887642140947
2096,30,11,7,1248.2887642140947
2096,31,18,11,1248.2887642140947
2096,32,10,8,1248.2887642140947
2096,33,15,6,1248.2887642140947
2096,34,5,7,1248.2887642140947
2096,35,10,3,1248.2887642140947
2096,37,11,8,1248.2887642140947
2096,38,8,7,1248.2887642140947
2096,39,5,7,1248.2887642140947
2096,40,12,4,1248.2887642140947
2096,41,9,10,1248.2887642140947
2096,42,8,13,1248.2887642140947
2096,44,11,5,1248.2887642140947
2096,45,11,23,1248.2887642140947
2096,46,9,8,1248.2887642140947
2096,47,1,3,1248.2887642140947
2096,48,10,6,1248.2887642140947
2096,49,19,11,1248.2887642140947
2096,51,11,4,1248.2887642140947
2096,52,5,17,1248.2887642140947
2096,53,8,12,1248.2887642140947
2096,54,12,5,1248.2887642140947
2096,55,5,15,1248.2887642140947
2096,56,6,21,1248.2887642140947
2096,58,5,10,1248.2887642140947
2096,59,9,15,1248.2887642140947
2096,60,4,7,1248.2887642140947
2096,61,0,6,1248.2887642140947
2096,62,7,15,1248.2887642140947
2096,63,11,4,1248.2887642140947
2096,65,8,16,1248.2887642140947
2096,66,3,6,1248.2887642140947
2096,67,10,13,1248.2887642140947
2096,68,6,12,1248.2887642140947
2096,69,6,6,1248.2887642140947
2096,70,6,11,1248.2887642140947
2096,72,13,9,1248.2887642140947
2096,73,13,3,1248.2887642140947
2096,74,12,8,1248.2887642140947
2096,75,4,10,1248.2887642140947
2096,76,3,6,1248.2887642140947
2096,77,2,3,1248.2887642140947
2096,79,12,10,1248.2887642140947
2096,80,4,8,1248.2887642140947
2096,81,9,8,1248.2887642140947
2096,82,4,6,1248.2887642140947
2096,83,10,10,1248.2887642140947
2096,84,4,3,1248.2887642140947
2096,86,6,23,1248.2887642140947
2096,87,13,5,1248.2887642140947
2096,88,7,6,1248.2887642140947
2096,89,12,4,1248.2887642140947
2096,90,13,15,1248.2887642140947
2096,91,6,11,1248.2887642140947
2096,93,4,8,1248.2887642140947
2096,94,15,5,1248.2887642140947
2096,95,1,9,1248.2887642140947
2096,96,6,12,1248.2887642140947
2096,97,13,17,1248.2887642140947
2096,98,8,21,1248.2887642140947
2096,100,6,1,1248.2887642140947
2096,101,6,20,1248.2887642140947
2096,102,10,3,1248.2887642140947
2096,103,13,5,1248.2887642140947
2096,104,6,11,1248.2887642140947
2096,105,12,2,1248.2887642140947
2096,107,5,6,1248.2887642140947
2096,108,3,1,1248.2887642140947
2096,109,5,8,1248.2887642140947
2096,110,4,11,1248.2887642140947
2096,111,15,4,1248.2887642140947
2096,112,10,8,1248.2887642140947
2096,114,1,7,1248.2887642140947
2096,115,2,2,1248.2887642140947
2096,116,10,8,1248.2887642140947
2096,117,6,18,1248.2887642140947
2096,118,2,2,1248.2887642140947
2096,119,1,6,1248.2887642140947
2096,121,5,4,1248.2887642140947
2096,122,4,6,1248.2887642140947
2096,123,11,8,1248.2887642140947
2096,124,12,9,1248.2887642140947
2096,125,0,7,1248.2887642140947
2096,126,7,12,1248.2887642140947
2096,128,4,4,1248.2887642140947
2096,129,7,10,1248.2887642140947
2096,130,6,9,1248.2887642140947
2096,131,4,4,1248.2887642140947
2096,132,4,1,1248.2887642140947
2096,133,2,7,1248.2887642140947
2096,135,7,6,1248.2887642140947
2096,136,13,10,1248.2887642140947
2096,137,12,2,1248.2887642140947
2096,138,4,2,1248.2887642140947
2096,139,6,7,1248.2887642140947
2096,140,7,9,1248.2887642140947
2096,142,3,4,1248.2887642140947
2096,143,6,11,1248.2887642140947
2096,144,11,6,1248.2887642140947
2096,145,7,14,1248.2887642140947
2096,146,10,16,1248.2887642140947
2096,147,8,16,1248.2887642140947
2096,149,11,4,1248.2887642140947
2096,150,13,8,1248.2887642140947
2096,151,2,8,1248.2887642140947
2096,152,7,8,1248.2887642140947
2096,153,12,5,1248.2887642140947
2096,154,6,9,1248.2887642140947
2096,156,5,5,1248.2887642140947
2096,157,9,14,1248.2887642140947
2096,158,2,3,1248.2887642140947
2096,159,12,5,1248.2887642140947
2096,160,6,10,1248.2887642140947
2096,161,3,5,1248.2887642140947
2096,163,8,15,1248.2887642140947
2096,164,8,6,1248.2887642140947
2096,165,11,3,1248.2887642140947
2096,166,11,2,1248.2887642140947
2096,167,7,5,1248.2887642140947
2096,168,8,7,1248.2887642140947
2096,170,6,6,1248.2887642140947
2096,171,8,23,1248.2887642140947
2096,172,15,7,1248.2887642140947
2096,173,9,6,1248.2887642140947
2096,174,0,7,1248.2887642140947
2096,175,9,14,1248.2887642140947
2096,177,8,5,1248.2887642140947
2096,178,12,9,1248.2887642140947
2096,179,11,19,1248.2887642140947
2096,180,6,11,1248.2887642140947
2096,181,13,8,1248.2887642140947
2096,182,13,16,1248.2887642140947
2096,184,5,11,1248.2887642140947
2096,185,9,13,1248.2887642140947
2096,186,9,14,1248.2887642140947
2096,187,5,2,1248.2887642140947
2096,188,5,12,1248.2887642140947
2096,189,4,9,1248.2887642140947
2096,191,9,6,1248.2887642140947
2096,192,7,6,1248.2887642140947
2096,193,5,9,1248.2887642140947
2096,195,1,1,1248.2887642140947
2096,196,7,5,1248.2887642140947
2096,198,4,3,1248.2887642140947
2096,199,2,2,1248.2887642140947
2096,200,3,3,1248.2887642140947
2096,201,5,9,1248.2887642140947
2096,202,1,3,1248.2887642140947
2096,203,6,1,1248.2887642140947
2096,205,2,3,1248.2887642140947
2096,206,7,7,1248.2887642140947
2096,207,2,0,1248.2887642140947
2096,208,6,5,1248.2887642140947
2096,209,6,13,1248.2887642140947
2096,210,5,2,1248.2887642140947
2096,212,4,2,1248.2887642140947
2096,213,9,12,1248.2887642140947
2096,214,2,3,1248.2887642140947
2096,215,3,4,1248.2887642140947
2096,216,1,1,1248.2887642140947
2096,217,5,6,1248.2887642140947
2096,219,4,4,1248.2887642140947
2096,220,0,4,1248.2887642140947
2096,221,5,1,1248.2887642140947
2096,222,2,2,1248.2887642140947
2096,223,11,4,1248.2887642140947
2096,224,2,8,1248.2887642140947
2096,226,2,3,1248.2887642140947
2096,227,6,13,1248.2887642140947
2096,228,3,8,1248.2887642140947
2096,229,7,1,1248.2887642140947
2096,230,4,8,1248.2887642140947
2096,231,5,5,1248.2887642140947
2096,233,5,1,1248.2887642140947
2096,234,3,4,1248.2887642140947
2096,235,4,0,1248.2887642140947
2096,236,11,6,1248.2887642140947
2096,237,1,1,1248.2887642140947
2096,238,5,2,1248.2887642140947
2096,240,5,6,1248.2887642140947
2096,241,6,11,1248.2887642140947
2096,242,3,0,1248.2887642140947
2096,243,6,8,1248.2887642140947
2096,244,5,10,1248.2887642140947
2096,245,10,5,1248.2887642140947
2096,247,4,1,1248.2887642140947
2096,248,8,6,1248.2887642140947
2096,249,1,4,1248.2887642140947
2096,250,6,9,1248.2887642140947
2096,251,13,16,1248.2887642140947
2096,252,10,12,1248.2887642140947
2096,254,11,11,1248.2887642140947
2096,255,5,11,1248.2887642140947
2096,256,8,4,1248.2887642140947
2096,257,11,2,1248.2887642140947
2096,258,13,15,1248.2887642140947
2096,259,7,6,1248.2887642140947
2096,261,7,14,1248.2887642140947
2096,262,18,11,1248.2887642140947
2096,263,4,4,1248.2887642140947
2096,264,11,4,1248.2887642140947
2096,265,6,10,1248.2887642140947
2096,266,8,14,1248.2887642140947
2096,268,8,13,1248.2887642140947
2096,269,5,10,1248.2887642140947
2096,270,3,9,1248.2887642140947
2096,271,6,11,1248.2887642140947
2096,272,12,8,1248.2887642140947
2096,273,4,7,1248.2887642140947
2096,275,5,4,1248.2887642140947
2096,276,17,15,1248.2887642140947
2096,277,11,12,1248.2887642140947
2096,278,5,19,1248.2887642140947
2096,279,7,6,1248.2887642140947
2096,280,10,15,1248.2887642140947
2096,282,11,16,1248.2887642140947
2096,283,5,10,1248.2887642140947
2096,284,10,4,1248.2887642140947
2096,285,5,12,1248.2887642140947
2096,286,10,6,1248.2887642140947
2096,287,13,15,1248.2887642140947
2096,289,6,12,1248.2887642140947
2096,290,9,11,1248.2887642140947
2096,291,8,13,1248.2887642140947
2096,292,6,6,1248.2887642140947
2096,293,4,8,1248.2887642140947
2096,294,5,8,1248.2887642140947
2096,296,4,3,1248.2887642140947
2096,297,18,17,1248.2887642140947
2096,298,5,8,1248.2887642140947
2096,299,12,9,1248.2887642140947
2096,300,11,4,1248.2887642140947
2096,301,6,10,1248.2887642140947
2096,303,12,8,1248.2887642140947
2096,304,13,16,1248.2887642140947
2096,305,3,2,1248.2887642140947
2096,306,8,6,1248.2887642140947
2096,307,4,5,1248.2887642140947
2096,308,3,3,1248.2887642140947
2096,310,11,13,1248.2887642140947
2096,311,7,14,1248.2887642140947
2096,312,8,20,1248.2887642140947
2096,313,5,4,1248.2887642140947
2096,314,8,14,1248.2887642140947
2096,315,4,7,1248.2887642140947
2096,317,8,7,1248.2887642140947
2096,318,17,15,1248.2887642140947
2096,319,2,8,1248.2887642140947
2096,320,10,2,1248.2887642140947
2096,321,3,5,1248.2887642140947
2096,322,13,15,1248.2887642140947
2096,324,6,17,1248.2887642140947
2096,325,5,10,1248.2887642140947
2096,326,12,5,1248.2887642140947
2096,327,9,8,1248.2887642140947
2096,328,10,1,1248.2887642140947
2096,329,8,6,1248.2887642140947
2096,331,9,7,1248.2887642140947
2096,332,9,23,1248.2887642140947
2096,333,8,7,1248.2887642140947
2096,334,14,14,1248.2887642140947
2096,335,12,6,1248.2887642140947
2096,336,7,19,1248.2887642140947
2096,338,20,21,1248.2887642140947
2096,339,22,18,1248.2887642140947
2096,340,8,15,1248.2887642140947
2096,341,3,10,1248.2887642140947
2096,342,11,17,1248.2887642140947
2096,343,10,14,1248.2887642140947
2096,345,11,2,1248.2887642140947
2096,346,18,15,1248.2887642140947
2096,347,16,23,1248.2887642140947
2096,348,9,19,1248.2887642140947
2096,349,16,22,1248.2887642140947
2096,350,9,18,1248.2887642140947
2096,352,17,11,1248.2887642140947
2096,353,11,25,1248.2887642140947
2096,354,18,11,1248.2887642140947
2096,355,12,27,1248.2887642140947
2096,356,6,17,1248.2887642140947
2096,357,23,19,1248.2887642140947
2096,359,9,7,1248.2887642140947
2096,360,8,20,1248.2887642140947
2096,361,17,14,1248.2887642140947
2096,362,8,19,1248.2887642140947
2096,363,15,14,1248.2887642140947
2096,364,17,21,1248.2887642140947
2155,2,20,15,764.7549748177237
2155,3,52,39,764.7549748177237
2155,4,14,17,764.7549748177237
2155,5,39,29,764.7549748177237
2155,6,15,13,764.7549748177237
2155,7,49,33,764.7549748177237
2155,9,41,33,764.7549748177237
2155,10,39,24,764.7549748177237
2155,11,36,19,764.7549748177237
2155,12,41,25,764.7549748177237
2155,13,41,20,764.7549748177237
2155,14,23,11,764.7549748177237
2155,16,41,16,764.7549748177237
2155,17,38,36,764.7549748177237
2155,18,44,34,764.7549748177237
2155,19,49,41,764.7549748177237
2155,20,18,15,764.7549748177237
2155,21,20,19,764.7549748177237
2155,23,38,24,764.7549748177237
2155,24,57,36,764.7549748177237
2155,25,11,10,764.7549748177237
2155,26,21,10,764.7549748177237
2155,27,26,26,764.7549748177237
2155,28,36,22,764.7549748177237
2155,30,40,30,764.7549748177237
2155,31,51,43,764.7549748177237
2155,32,42,17,764.7549748177237
2155,33,37,18,764.7549748177237
2155,34,33,14,764.7549748177237
2155,35,31,20,764.7549748177237
2155,37,48,22,764.7549748177237
2155,38,34,30,764.7549748177237
2155,39,27,12,764.7549748177237
2155,40,35,18,764.7549748177237
2155,41,39,24,764.7549748177237
2155,42,37,37,764.7549748177237
2155,44,24,26,764.7549748177237
2155,45,69,46,764.7549748177237
2155,46,33,21,764.7549748177237
2155,47,11,8,764.7549748177237
2155,48,25,25,764.7549748177237
2155,49,55,44,764.7549748177237
2155,51,29,27,764.7549748177237
2155,52,52,39,764.7549748177237
2155,53,39,38,764.7549748177237
2155,54,37,18,764.7549748177237
2155,55,40,14,764.7549748177237
2155,56,54,40,764.7549748177237
2155,58,32,24,764.7549748177237
2155,59,48,38,764.7549748177237
2155,60,28,13,764.7549748177237
2155,61,17,11,764.7549748177237
2155,62,46,38,764.7549748177237
2155,63,28,17,764.7549748177237
2155,65,44,38,764.7549748177237
2155,66,19,15,764.7549748177237
2155,67,44,39,764.7549748177237
2155,68,35,15,764.7549748177237
2155,69,19,16,764.7549748177237
2155,70,38,22,764.7549748177237
2155,72,41,28,764.7549748177237
2155,73,38,19,764.7549748177237
2155,74,54,26,764.7549748177237
2155,75,43,18,764.7549748177237
2155,76,15,12,764.7549748177237
2155,77,16,6,764.7549748177237
2155,79,40,29,764.7549748177237
2155,80,27,12,764.7549748177237
2155,81,44,17,764.7549748177237
2155,82,12,14,764.7549748177237
2155,83,39,30,764.7549748177237
2155,84,14,6,764.7549748177237
2155,86,51,37,764.7549748177237
2155,87,41,27,764.7549748177237
2155,88,33,16,764.7549748177237
2155,89,26,15,764.7549748177237
2155,90,49,38,764.7549748177237
2155,91,26,11,764.7549748177237
2155,93,26,12,764.7549748177237
2155,94,38,24,764.7549748177237
2155,95,12,13,764.7549748177237
2155,96,35,20,764.7549748177237
2155,97,46,36,764.7549748177237
2155,98,52,36,764.7549748177237
2155,100,13,4,764.7549748177237
2155,101,56,40,764.7549748177237
2155,102,29,19,764.7549748177237
2155,103,33,20,764.7549748177237
2155,104,38,19,764.7549748177237
2155,105,31,14,764.7549748177237
2155,107,15,11,764.7549748177237
2155,108,5,4,764.7549748177237
2155,109,29,13,764.7549748177237
2155,110,29,18,764.7549748177237
2155,111,46,29,764.7549748177237
2155,112,27,16,764.7549748177237
2155,114,15,9,764.7549748177237
2155,115,13,7,764.7549748177237
2155,116,52,25,764.7549748177237
2155,117,49,37,764.7549748177237
2155,118,4,1,764.7549748177237
2155,119,20,10,764.7549748177237
2155,121,27,11,764.7549748177237
2155,122,14,17,764.7549748177237
2155,123,38,27,764.7549748177237
2155,124,40,17,764.7549748177237
2155,125,13,12,764.7549748177237
2155,126,40,36,764.7549748177237
2155,128,10,15,764.7549748177237
2155,129,26,24,764.7549748177237
2155,130,29,27,764.7549748177237
2155,131,11,14,764.7549748177237
2155,132,15,9,764.7549748177237
2155,133,14,16,764.7549748177237
2155,135,27,11,764.7549748177237
2155,136,45,44,764.7549748177237
2155,137,38,22,764.7549748177237
2155,138,8,15,764.7549748177237
2155,139,18,15,764.7549748177237
2155,140,41,21,764.7549748177237
2155,142,27,17,764.7549748177237
2155,143,33,24,764.7549748177237
2155,144,30,21,764.7549748177237
2155,145,37,37,764.7549748177237
2155,146,47,40,764.7549748177237
2155,147,47,41,764.7549748177237
2155,149,22,19,764.7549748177237
2155,150,52,38,764.7549748177237
2155,151,17,18,764.7549748177237
2155,152,24,25,764.7549748177237
2155,153,42,22,764.7549748177237
2155,154,44,22,764.7549748177237
2155,156,35,17,764.7549748177237
2155,157,38,36,764.7549748177237
2155,158,6,4,764.7549748177237
2155,159,37,24,764.7549748177237
2155,160,27,23,764.7549748177237
2155,161,24,16,764.7549748177237
2155,163,48,40,764.7549748177237
2155,164,50,22,764.7549748177237
2155,165,31,21,764.7549748177237
2155,166,37,18,764.7549748177237
2155,167,28,14,764.7549748177237
2155,168,28,12,764.7549748177237
2155,170,33,15,764.7549748177237
2155,171,65,38,764.7549748177237
2155,172,37,26,764.7549748177237
2155,173,27,19,764.7549748177237
2155,174,16,12,764.7549748177237
2155,175,37,33,764.7549748177237
2155,177,20,10,764.7549748177237
2155,178,37,16,764.7549748177237
2155,179,62,40,764.7549748177237
2155,180,31,20,764.7549748177237
2155,181,36,28,764.7549748177237
2155,182,50,39,764.7549748177237
2155,184,26,21,764.7549748177237
2155,185,41,38,764.7549748177237
2155,186,44,36,764.7549748177237
2155,187,13,7,764.7549748177237
2155,188,35,24,764.7549748177237
2155,189,34,17,764.7549748177237
2155,191,31,22,764.7549748177237
2155,192,29,18,764.7549748177237
2155,193,29,13,764.7549748177237
2155,195,2,2,764.7549748177237
2155,196,14,21,764.7549748177237
2155,198,11,14,764.7549748177237
2155,199,7,6,764.7549748177237
2155,200,14,6,764.7549748177237
2155,201,21,23,764.7549748177237
2155,202,11,2,764.7549748177237
2155,203,7,15,764.7549748177237
2155,205,13,4,764.7549748177237
2155,206,36,18,764.7549748177237
2155,207,6,5,764.7549748177237
2155,208,13,19,764.7549748177237
2155,209,37,20,764.7549748177237
2155,210,10,13,764.7549748177237
2155,212,10,7,764.7549748177237
2155,213,42,38,764.7549748177237
2155,214,12,4,764.7549748177237
2155,215,18,7,764.7549748177237
2155,216,3,4,764.7549748177237
2155,217,14,19,764.7549748177237
2155,219,12,16,764.7549748177237
2155,220,3,0,764.7549748177237
2155,221,10,8,764.7549748177237
2155,222,2,3,764.7549748177237
2155,223,28,17,764.7549748177237
2155,224,13,12,764.7549748177237
2155,226,5,4,764.7549748177237
2155,227,41,18,764.7549748177237
2155,228,13,14,764.7549748177237
2155,229,6,4,764.7549748177237
2155,230,14,16,764.7549748177237
2155,231,18,18,764.7549748177237
2155,233,8,4,764.7549748177237
2155,234,30,17,764.7549748177237
2155,235,6,4,764.7549748177237
2155,236,29,28,764.7549748177237
2155,237,6,3,764.7549748177237
2155,238,15,7,764.7549748177237
2155,240,31,14,764.7549748177237
2155,241,40,17,764.7549748177237
2155,242,5,5,764.7549748177237
2155,243,41,24,764.7549748177237
2155,244,31,22,764.7549748177237
2155,245,22,17,764.7549748177237
2155,247,12,9,764.7549748177237
2155,248,46,20,764.7549748177237
2155,249,11,9,764.7549748177237
2155,250,44,22,764.7549748177237
2155,251,52,39,764.7549748177237
2155,252,41,28,764.7549748177237
2155,254,36,26,764.7549748177237
2155,255,44,22,764.7549748177237
2155,256,31,19,764.7549748177237
2155,257,27,15,764.7549748177237
2155,258,50,39,764.7549748177237
2155,259,29,19,764.7549748177237
2155,261,43,38,764.7549748177237
2155,262,58,41,764.7549748177237
2155,263,10,15,764.7549748177237
2155,264,24,27,764.7549748177237
2155,265,31,25,764.7549748177237
2155,266,41,39,764.7549748177237
